IDs_Uncleaned, , , , ,
"ID2:3, ID3:1, ID4:1",,,,,
"ID1:2, ID3:1, ID4:1",,,,,
"ID1:2, ID2:3, ID4:1",,,,,
"ID1:2, ID2:3, ID3:1",,,,,
"ID6:2, ID7:0, ID8:2",,,,,
"ID5:1, ID7:0, ID8:2",,,,,
"ID5:1, ID6:2, ID8:2",,,,,
"ID5:1, ID6:2, ID7:0",,,,,
"ID10:2, ID11:3, ID12:2",,,,,
"ID9:0, ID11:3, ID12:2",,,,,
"ID9:0, ID10:2, ID12:2",,,,,
"ID9:0, ID10:2, ID11:3",,,,,
"ID14:1, ID15:2, ID16:3",,,,,
"ID13:2, ID15:2, ID16:3",,,,,
"ID13:2, ID14:1, ID16:3",,,,,
"ID13:2, ID14:1, ID15:2",,,,,
"ID18:0, ID19:1, ID20:2",,,,,
"ID17:2, ID19:1, ID20:2",,,,,
"ID17:2, ID18:0, ID20:2",,,,,
"ID17:2, ID18:0, ID19:1",,,,,
"ID22:1, ID23:2, ID24:2",,,,,
"ID21:3, ID23:2, ID24:2",,,,,
"ID21:3, ID22:1, ID24:2",,,,,
"ID21:3, ID22:1, ID23:2",,,,,
"ID26:2, ID27:2, ID28:0",,,,,
"ID25:1, ID27:2, ID28:0",,,,,
"ID25:1, ID26:2, ID28:0",,,,,
"ID25:1, ID26:2, ID27:2",,,,,
"ID30:2, ID31:3, ID32:1",,,,,
"ID29:1, ID31:3, ID32:1",,,,,
"ID29:1, ID30:2, ID32:1",,,,,
"ID29:1, ID30:2, ID31:3",,,,,
"ID2:2, ID3:1, ID4:2",,,,,
"ID1:2, ID3:1, ID4:2",,,,,
"ID1:2, ID2:2, ID4:2",,,,,
"ID1:2, ID2:2, ID3:1",,,,,
"ID6:2, ID7:0, ID8:2",,,,,
"ID5:1, ID7:0, ID8:2",,,,,
"ID5:1, ID6:2, ID8:2",,,,,
"ID5:1, ID6:2, ID7:0",,,,,
"ID10:3, ID11:3, ID12:2",,,,,
"ID9:3, ID11:3, ID12:2",,,,,
"ID9:3, ID10:3, ID12:2",,,,,
"ID9:3, ID10:3, ID11:3",,,,,
"ID14:2, ID15:2, ID16:0",,,,,
"ID13:2, ID15:2, ID16:0",,,,,
"ID13:2, ID14:2, ID16:0",,,,,
"ID13:2, ID14:2, ID15:2",,,,,
"ID18:0, ID19:1, ID20:2",,,,,
"ID17:3, ID19:1, ID20:2",,,,,
"ID17:3, ID18:0, ID20:2",,,,,
"ID17:3, ID18:0, ID19:1",,,,,
"ID22:2, ID23:2, ID24:3",,,,,
"ID21:3, ID23:2, ID24:3",,,,,
"ID21:3, ID22:2, ID24:3",,,,,
"ID21:3, ID22:2, ID23:2",,,,,
"ID26:2, ID27:2, ID28:0",,,,,
"ID25:1, ID27:2, ID28:0",,,,,
"ID25:1, ID26:2, ID28:0",,,,,
"ID25:1, ID26:2, ID27:2",,,,,
"ID30:2, ID31:3, ID32:2",,,,,
"ID29:2, ID31:3, ID32:2",,,,,
"ID29:2, ID30:2, ID32:2",,,,,
"ID29:2, ID30:2, ID31:3",,,,,
"ID2:3, ID3:0, ID4:1",,,,,
"ID1:2, ID3:0, ID4:1",,,,,
"ID1:2, ID2:3, ID4:1",,,,,
"ID1:2, ID2:3, ID3:0",,,,,
"ID6:3, ID7:0, ID8:1",,,,,
"ID5:1, ID7:0, ID8:1",,,,,
"ID5:1, ID6:3, ID8:1",,,,,
